ID do hospedeiro;nome do hospedeiro;Cidade;Bairro;Tipo de Imovel;pre�o;minimo de noite;numero de avalia��es;ultima avalia��o;avalia��es por m�s;contagem calculada de listagens de hospede;disponibilidade 365;;
320450;Mary D;Manhattan;East Village;Entire home/apt;129;7;5;03/01/2019;0.15;1;231;;
320761;Valerie;Brooklyn;Williamsburg;Entire home/apt;130;10;49;29/06/2019;0.48;1;152;;
320538;Larissa;Brooklyn;Williamsburg;Entire home/apt;95;4;132;07/07/2019;1.27;1;46;;
321756;Eric;Manhattan;Harlem;Private room;75;3;20;02/01/2019;0.26;1;364;;
321934;Jessica;Brooklyn;Park Slope;Entire home/apt;175;2;11;02/05/2013;0.11;1;246;;
322884;Melissa;Brooklyn;Carroll Gardens;Entire home/apt;190;3;51;01/07/2019;0.57;1;288;;
322716;Alex;Brooklyn;Crown Heights;Private room;49;21;15;30/06/2019;0.15;5;331;;
324460;Samir;Manhattan;East Village;Entire home/apt;212;3;67;25/06/2019;1.31;1;51;;
314941;Tony;Manhattan;Lower East Side;Private room;95;1;109;23/06/2019;1.11;3;364;;
325389;Luis Fernando;Brooklyn;Williamsburg;Entire home/apt;140;2;9;16/02/2019;0.11;1;254;;
136227;Henning;Manhattan;Harlem;Entire home/apt;135;6;187;23/06/2019;1.87;1;189;;
327673;Stefano;Brooklyn;Park Slope;Entire home/apt;150;2;214;23/06/2019;2.08;2;263;;
329436;Jana;Brooklyn;Gowanus;Entire home/apt;190;3;69;01/07/2019;0.79;2;258;;
101597;Per;Manhattan;East Harlem;Entire home/apt;124;28;22;15/06/2019;0.26;1;103;;
330347;Adrienne;Brooklyn;Williamsburg;Entire home/apt;135;30;56;06/05/2019;0.56;1;42;;
332189;Elise;Manhattan;Morningside Heights;Private room;122;3;93;22/06/2019;0.93;1;246;;
323517;Deda;Manhattan;Upper West Side;Private room;109;1;104;25/06/2019;1.05;2;364;;
338454;Share;Manhattan;Harlem;Private room;85;30;64;06/07/2018;0.68;1;318;;
240427;Naimah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;145;3;127;24/06/2019;1.25;2;72;;
342054;Violetta;Manhattan;Upper West Side;Entire home/apt;195;11;30;13/06/2019;0.32;1;249;;
282655;Jenna;Brooklyn;Carroll Gardens;Entire home/apt;250;2;106;27/06/2019;1.34;3;272;;
343250;Jason;Brooklyn;Greenpoint;Private room;125;3;6;13/11/2016;0.10;1;325;;
281229;Alicia;Manhattan;Little Italy;Entire home/apt;575;2;191;20/06/2019;1.88;1;298;;
352168;Silvia;Manhattan;Upper West Side;Entire home/apt;150;30;48;11/06/2019;0.55;1;35;;
155689;Joab;Brooklyn;Bushwick;Private room;70;5;47;29/06/2019;0.49;1;203;;
353965;Mary And Geoff;Manhattan;Inwood;Private room;90;2;120;30/06/2019;1.27;1;132;;
354330;Eyal;Manhattan;East Village;Private room;65;3;52;10/01/2019;0.63;1;5;;
72062;Bruce;Manhattan;East Village;Entire home/apt;500;2;48;16/06/2019;0.48;4;297;;
361855;Kurt;Manhattan;Washington Heights;Entire home/apt;250;3;32;24/05/2019;0.43;2;276;;
363834;Jennifer;Manhattan;Chinatown;Entire home/apt;125;25;43;17/06/2019;0.42;1;102;;
364955;Ruperto;Manhattan;West Village;Entire home/apt;200;30;39;25/06/2019;0.44;1;251;;
365153;Ben;Brooklyn;Greenpoint;Entire home/apt;229;1;50;13/05/2014;0.50;1;188;;
369015;Thai;Bronx;Kingsbridge;Entire home/apt;90;30;4;02/01/2019;0.35;2;346;;
373085;Hudson;Manhattan;Upper West Side;Entire home/apt;110;13;38;15/02/2019;0.39;1;0;;
340692;Vanessa;Brooklyn;Greenpoint;Private room;59;3;29;16/06/2019;0.36;1;15;;
211877;Daniel;Brooklyn;Williamsburg;Entire home/apt;195;4;59;23/06/2019;0.60;1;71;;
389924;Patty;Brooklyn;Williamsburg;Entire home/apt;169;1;68;07/06/2019;0.67;2;215;;
331328;Amir;Manhattan;East Harlem;Entire home/apt;113;14;26;25/11/2015;0.27;3;253;;
391325;G & S;Manhattan;Harlem;Entire home/apt;250;14;31;22/08/2012;0.31;1;78;;
265109;Nazleen;Queens;Astoria;Entire home/apt;115;2;198;31/05/2019;2.01;1;257;;
394752;Allison;Brooklyn;Greenpoint;Private room;55;2;1;28/03/2011;0.01;1;0;;
308875;Scott;Brooklyn;Williamsburg;Private room;69;2;220;22/06/2019;2.17;2;8;;
401696;Patricia;Manhattan;Lower East Side;Entire home/apt;150;3;286;27/06/2019;2.81;1;191;;
118971;Evelyn;Brooklyn;South Slope;Entire home/apt;169;2;398;28/06/2019;3.97;3;182;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;179;3;36;01/07/2019;0.36;28;79;;
134355;Moss Owen;Manhattan;Hell's Kitchen;Private room;150;3;36;14/06/2019;0.36;1;49;;
422561;Nancy;Brooklyn;Boerum Hill;Entire home/apt;135;4;6;05/02/2016;0.10;1;0;;
425506;Bliss;Brooklyn;Clinton Hill;Entire home/apt;350;6;14;20/04/2019;0.30;1;156;;
430188;Pam;Brooklyn;Williamsburg;Private room;120;14;76;31/03/2019;0.76;6;343;;
434987;Jennifer;Manhattan;East Village;Private room;71;2;182;04/07/2019;1.81;1;200;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;349;3;8;27/03/2016;0.09;28;60;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;349;3;7;24/05/2019;0.07;28;60;;
438133;Ellis;Brooklyn;Park Slope;Entire home/apt;165;30;34;25/09/2018;0.51;2;189;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;249;3;2;12/05/2011;0.02;28;60;;
448312;Christopher;Brooklyn;Brooklyn Heights;Private room;100;3;66;16/09/2016;0.68;2;0;;
448312;Christopher;Brooklyn;Brooklyn Heights;Entire home/apt;200;3;80;30/06/2019;0.85;2;106;;
449787;Sarah;Manhattan;East Village;Entire home/apt;169;4;240;06/06/2019;2.40;1;276;;
451545;Ruthven;Brooklyn;Bedford-Stuyvesant;Entire home/apt;185;3;46;02/07/2019;1.07;1;248;;
453519;Julian;Brooklyn;Bushwick;Entire home/apt;65;2;228;10/06/2019;2.27;1;194;;
454756;Leslie;Brooklyn;Fort Greene;Entire home/apt;130;35;5;03/09/2018;0.05;1;135;;
456638;Sophie;Brooklyn;Williamsburg;Entire home/apt;199;30;8;26/08/2018;0.11;1;30;;
410094;Yvette;Manhattan;East Village;Entire home/apt;225;2;33;02/01/2019;0.33;1;0;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;179;3;13;27/06/2019;0.14;28;81;;
459054;Famous;Brooklyn;Crown Heights;Entire home/apt;150;5;5;22/07/2018;0.05;1;0;;
462776;Kyle;Manhattan;East Village;Entire home/apt;139;1;388;26/06/2019;3.88;1;142;;
464506;Ange;Manhattan;Two Bridges;Private room;95;3;223;23/06/2019;2.22;2;60;;
322716;Alex;Brooklyn;Crown Heights;Entire home/apt;79;15;11;14/01/2019;0.11;5;179;;
327900;T;Manhattan;Lower East Side;Entire home/apt;150;2;151;24/06/2019;1.51;2;52;;
116599;Sahr;Brooklyn;Clinton Hill;Entire home/apt;650;5;0;;;3;365;;
209460;Marylyn;Brooklyn;Bedford-Stuyvesant;Entire home/apt;90;3;218;28/06/2019;2.26;4;324;;
25183;Nathalie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;2;75;23/06/2019;0.76;2;237;;
35375;Savannah;Queens;Astoria;Private room;80;1;42;06/07/2019;1.21;2;365;;
503800;Sadatu;Brooklyn;Crown Heights;Entire home/apt;100;90;0;;;1;365;;
478395;Jason;Brooklyn;Bedford-Stuyvesant;Entire home/apt;175;2;370;05/07/2019;3.74;1;204;;
473113;Keishera;Brooklyn;Crown Heights;Entire home/apt;120;5;104;21/06/2019;1.04;1;272;;
509341;Tessa;Brooklyn;Williamsburg;Entire home/apt;140;7;13;18/07/2016;0.13;1;0;;
509918;Eduardo;Brooklyn;Bedford-Stuyvesant;Entire home/apt;200;5;4;26/12/2018;0.07;1;9;;
116599;Sahr;Brooklyn;Clinton Hill;Private room;165;4;11;07/06/2019;0.11;3;365;;
31374;Shon;Manhattan;Kips Bay;Entire home/apt;125;4;1;03/01/2012;0.01;3;181;;
520279;Peter Michael;Manhattan;Chelsea;Entire home/apt;130;30;19;11/06/2018;0.19;1;189;;
522065;Liz And Melissa;Manhattan;East Harlem;Shared room;65;7;131;26/05/2019;1.31;2;0;;
522164;Wanda;Brooklyn;Fort Greene;Entire home/apt;123;30;15;01/05/2019;0.15;1;189;;
523218;Giorgio;Manhattan;Washington Heights;Private room;67;2;136;17/06/2019;1.37;1;296;;
526653;;Queens;Queens Village;Private room;50;1;43;08/07/2019;0.45;1;88;;
526805;Mi;Brooklyn;Gowanus;Entire home/apt;130;7;98;28/06/2019;0.99;1;35;;
530032;Lee And Tara;Brooklyn;Williamsburg;Private room;100;3;31;01/03/2019;0.31;1;0;;
178043;Chas;Manhattan;Upper West Side;Entire home/apt;212;21;45;01/01/2018;0.46;1;35;;
465278;Ade;Brooklyn;Williamsburg;Entire home/apt;190;3;124;26/06/2019;1.76;1;359;;
417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;599;3;9;19/05/2018;0.09;28;60;;
251176;Jason;Manhattan;East Village;Entire home/apt;249;5;166;27/05/2019;1.68;2;365;;
547386;Michelle;Queens;Rockaway Beach;Private room;70;27;13;21/09/2015;0.13;1;335;;
322716;Alex;Brooklyn;Crown Heights;Entire home/apt;100;30;15;05/01/2019;0.16;5;282;;
551055;Alicia;Manhattan;Harlem;Private room;60;3;380;26/06/2019;3.83;2;247;;
552679;Olivia;Brooklyn;Bedford-Stuyvesant;Entire home/apt;135;2;86;16/06/2019;0.87;1;102;;
306739;Maya;Brooklyn;Greenpoint;Entire home/apt;175;3;248;20/06/2019;2.53;3;274;;
3088389;Kai;Manhattan;Upper West Side;Entire home/apt;120;5;49;19/06/2019;0.56;1;201;;
568568;Driss;Manhattan;Midtown;Entire home/apt;169;18;54;03/07/2019;0.57;1;98;;
572527;Marine;Brooklyn;Crown Heights;Entire home/apt;165;7;3;01/01/2013;0.03;1;157;;
573316;Kelli;Manhattan;Harlem;Private room;90;1;1;02/01/2016;0.02;1;0;;
571952;Olivia;Manhattan;Upper East Side;Entire home/apt;225;2;56;28/12/2018;0.57;1;312;;
181376;Carol;Brooklyn;Fort Greene;Private room;95;2;163;24/05/2019;1.66;2;331;;
314582;Anthony;Brooklyn;Crown Heights;Private room;55;2;247;21/06/2019;2.51;2;275;;
275582;Natalia;Manhattan;Hell's Kitchen;Private room;85;10;116;11/05/2019;1.17;1;174;;
579495;Susi;Brooklyn;South Slope;Entire home/apt;199;14;27;19/05/2019;0.28;2;223;;
314941;Tony;Manhattan;Lower East Side;Entire home/apt;211;1;52;08/06/2019;0.60;3;361;;
582598;Andrey;Manhattan;Midtown;Entire home/apt;145;6;39;24/09/2018;0.40;1;0;;
567187;Jane;Manhattan;Harlem;Private room;65;14;35;01/06/2019;0.35;1;283;;
127772;Will;Manhattan;Harlem;Entire home/apt;99;1;320;23/06/2019;3.23;1;220;;
585166;Lilly;Queens;Astoria;Entire home/apt;110;4;30;16/06/2019;0.32;1;363;;
209460;Marylyn;Brooklyn;Crown Heights;Entire home/apt;80;3;225;24/06/2019;2.27;4;315;;
593115;LuLu;Brooklyn;Brooklyn Heights;Entire home/apt;150;30;95;26/05/2018;0.96;1;281;;
2248897;Roberta;Brooklyn;Bedford-Stuyvesant;Entire home/apt;110;4;70;28/06/2019;0.75;1;283;;
585458;Paul;Manhattan;Chelsea;Private room;290;2;35;03/01/2019;0.36;1;20;;
599354;Bobby;Manhattan;East Village;Private room;87;2;0;;;1;0;;
138069;Itamar;Brooklyn;Williamsburg;Entire home/apt;190;4;50;02/07/2019;0.51;1;331;;
262812;Vikram;Brooklyn;Williamsburg;Entire home/apt;200;2;29;23/06/2019;0.31;1;36;;
611716;Elizabeth;Brooklyn;Park Slope;Entire home/apt;165;2;23;02/05/2016;0.23;2;7;;
617990;Christopher;Manhattan;Harlem;Entire home/apt;110;2;142;16/06/2019;1.44;2;301;;
622460;Justin;Manhattan;East Village;Entire home/apt;395;2;70;01/07/2019;0.73;1;170;;
622855;Rodney;Brooklyn;Bedford-Stuyvesant;Private room;99;2;38;03/06/2019;0.54;2;307;;
308652;Antonín;Brooklyn;Kensington;Private room;39;1;82;19/05/2019;0.94;2;365;;
627217;Seith;Manhattan;East Village;Entire home/apt;189;2;403;07/07/2019;4.10;3;201;;
620288;Eric;Manhattan;Upper West Side;Private room;85;1;3;06/11/2014;0.03;1;0;;
23276;Katharine;Brooklyn;Gowanus;Entire home/apt;260;30;3;04/08/2014;0.03;1;316;;
256161;Wayne;Manhattan;Harlem;Entire home/apt;122;1;116;13/06/2019;1.18;5;271;;
275563;Lauren;Brooklyn;Greenpoint;Entire home/apt;165;2;175;07/07/2019;1.79;1;139;;
85330;Jean;Queens;Forest Hills;Entire home/apt;97;3;28;01/07/2019;1.21;3;209;;
651390;Catherine;Manhattan;West Village;Entire home/apt;170;4;24;26/12/2017;0.25;1;0;;
507186;Holly;Brooklyn;Williamsburg;Entire home/apt;125;2;15;06/06/2016;0.15;1;0;;
653405;Tracy;Manhattan;Murray Hill;Private room;130;4;105;06/06/2019;1.07;1;193;;
652842;Giovanni;Brooklyn;Williamsburg;Entire home/apt;225;10;22;30/05/2019;0.38;1;52;;
663764;Karen;Brooklyn;East Flatbush;Private room;50;2;263;24/06/2019;2.69;2;136;;
663879;Christopher;Brooklyn;Fort Greene;Entire home/apt;170;3;86;20/06/2019;0.91;2;286;;
665013;Jeff;Manhattan;Chelsea;Entire home/apt;132;4;10;01/01/2017;0.10;1;0;;
663384;Irena;Brooklyn;Park Slope;Entire home/apt;250;7;18;27/05/2019;0.21;1;18;;
674970;Michael;Brooklyn;Greenpoint;Entire home/apt;141;5;8;08/07/2018;0.21;1;9;;
680818;Jessica;Brooklyn;Crown Heights;Entire home/apt;64;20;70;31/01/2019;0.73;1;3;;
622866;Daniel;Brooklyn;Williamsburg;Entire home/apt;249;3;150;05/07/2019;1.55;1;277;;
683975;Ivy;Brooklyn;Crown Heights;Private room;79;2;115;25/05/2017;1.18;1;0;;
686147;Dave;Manhattan;East Village;Entire home/apt;185;2;69;26/05/2019;0.71;1;233;;
686768;Mark;Brooklyn;Boerum Hill;Entire home/apt;120;3;232;22/06/2019;2.41;1;221;;
687361;Orna;Brooklyn;Park Slope;Entire home/apt;495;1;35;13/01/2018;0.41;1;355;;
689661;Allison;Manhattan;Nolita;Entire home/apt;375;3;18;01/10/2013;0.21;1;0;;
630453;Vanessa;Manhattan;Nolita;Entire home/apt;175;3;68;10/06/2019;0.69;1;277;;
277747;Josh;Manhattan;East Village;Entire home/apt;150;4;22;10/11/2014;0.23;1;0;;
616825;Rinaldo;Manhattan;Harlem;Entire home/apt;259;8;17;18/05/2019;0.17;1;343;;
299755;Jonathan;Manhattan;East Village;Private room;96;1;34;05/01/2016;0.58;1;0;;
404424;Oliver;Brooklyn;Williamsburg;Entire home/apt;145;7;8;06/06/2014;0.08;1;0;;
703156;Kristin;Manhattan;Chelsea;Entire home/apt;200;4;0;;;1;0;;
706418;Carolyn;Manhattan;Upper West Side;Entire home/apt;95;5;2;06/07/2018;0.08;1;0;;
709434;Meighan;Brooklyn;Windsor Terrace;Entire home/apt;250;4;52;27/04/2019;0.72;1;188;;
709334;Julie;Manhattan;Harlem;Entire home/apt;295;2;74;16/06/2019;0.76;2;264;;
715807;John;Manhattan;Greenwich Village;Entire home/apt;175;3;18;31/05/2013;0.19;1;0;;
716064;Mihalis;Brooklyn;Williamsburg;Entire home/apt;451;2;72;11/05/2019;0.86;1;331;;
718349;B.;Manhattan;Upper West Side;Entire home/apt;165;2;191;29/06/2019;2.18;1;236;;
720320;Nancy;Manhattan;Upper East Side;Entire home/apt;250;4;0;;;1;0;;
716306;Dee, Dre & Mama Shelley;Bronx;Woodlawn;Entire home/apt;77;1;197;23/06/2019;2.49;1;309;;
726333;Peter;Manhattan;Lower East Side;Entire home/apt;250;4;19;06/07/2019;0.20;1;0;;
722320;Gladys & Bob;Queens;Astoria;Entire home/apt;129;1;414;03/07/2019;4.34;1;245;;
216191;M;Brooklyn;Williamsburg;Private room;98;2;8;11/12/2018;0.09;4;0;;
731855;Wendy;Brooklyn;Park Slope;Entire home/apt;150;2;0;;;1;8;;
731904;Ewelina;Manhattan;East Village;Private room;95;7;25;12/02/2019;0.30;1;359;;
256161;Wayne;Manhattan;Harlem;Private room;55;3;119;28/05/2019;1.22;5;333;;
732535;William;Manhattan;Harlem;Entire home/apt;300;2;203;06/07/2019;2.14;3;258;;
733894;Lucy;Queens;Sunnyside;Private room;42;40;53;16/11/2018;0.55;3;236;;
737585;Pat;Brooklyn;Greenpoint;Entire home/apt;125;2;104;16/06/2019;1.09;1;22;;
739499;Donna;Manhattan;East Village;Private room;175;3;175;28/06/2019;1.80;1;236;;
745069;Kimberly;Manhattan;Harlem;Private room;75;3;38;08/05/2018;0.42;3;365;;
656841;Meredith;Brooklyn;Williamsburg;Entire home/apt;255;45;39;02/05/2019;0.50;1;89;;
757166;Tokunbo;Brooklyn;Bedford-Stuyvesant;Entire home/apt;72;31;88;16/06/2019;0.91;1;164;;
758441;Fred;Brooklyn;Bedford-Stuyvesant;Private room;165;1;27;08/10/2017;0.28;4;311;;
573065;Laura;Brooklyn;Williamsburg;Entire home/apt;165;5;117;29/06/2019;1.28;1;23;;
759583;Pepe;Brooklyn;Clinton Hill;Private room;75;3;43;20/05/2019;0.44;2;365;;
762563;Lennny & Megan;Brooklyn;Greenpoint;Entire home/apt;130;5;4;13/03/2015;0.05;1;0;;
465589;Amia;Brooklyn;Williamsburg;Entire home/apt;139;2;385;29/06/2019;4.00;1;222;;
54275;JT And Tiziana;Brooklyn;Bedford-Stuyvesant;Private room;88;1;64;01/07/2019;0.68;3;238;;
54275;JT And Tiziana;Brooklyn;Bedford-Stuyvesant;Private room;80;1;39;24/06/2019;0.41;3;218;;
759883;Kaye;Manhattan;Chelsea;Private room;150;2;37;03/07/2019;1.79;1;0;;
769247;Ligia;Manhattan;Upper West Side;Entire home/apt;200;3;10;01/01/2019;0.12;1;0;;
770831;James;Manhattan;East Village;Entire home/apt;200;2;103;24/06/2019;1.08;1;235;;
733894;Lucy;Queens;Sunnyside;Private room;42;40;41;01/06/2019;0.43;3;246;;
772300;Alain;Brooklyn;Williamsburg;Private room;90;6;3;31/08/2014;0.03;1;0;;
1856604;"Robert ""Bob""";Manhattan;Harlem;Entire home/apt;295;3;227;26/06/2019;2.33;1;247;;
776490;Andres;Brooklyn;Williamsburg;Entire home/apt;450;5;37;27/12/2018;0.79;1;15;;
776645;Placid;Brooklyn;Crown Heights;Entire home/apt;130;2;29;28/06/2019;0.35;1;119;;
242506;Jsun;Brooklyn;Williamsburg;Private room;89;3;205;31/12/2017;2.31;3;0;;
781647;Jorin;Manhattan;Harlem;Entire home/apt;198;5;42;03/06/2019;0.44;2;234;;
627217;Seith;Manhattan;East Village;Entire home/apt;99;2;280;05/07/2019;2.92;3;257;;
32169;Andrea;Brooklyn;Greenpoint;Private room;46;4;86;08/06/2019;0.89;3;350;;
69439;Jade;Manhattan;SoHo;Private room;140;2;54;16/06/2019;0.56;1;221;;
787273;Smadar;Brooklyn;Carroll Gardens;Entire home/apt;500;7;7;29/08/2018;0.07;1;0;;
867225;Rahul;Manhattan;Morningside Heights;Private room;75;5;57;01/01/2019;0.59;2;201;;
733894;Lucy;Queens;Sunnyside;Private room;33;44;31;01/05/2019;0.32;3;161;;
791287;Giancarlo;Manhattan;Upper West Side;Entire home/apt;250;31;188;23/08/2018;1.94;1;259;;
792159;Wanda;Brooklyn;Bushwick;Private room;60;3;480;07/07/2019;6.70;1;0;;
793620;Yvette;Manhattan;Washington Heights;Private room;75;2;34;15/06/2019;0.35;1;222;;
795640;Jilly;Brooklyn;Carroll Gardens;Entire home/apt;350;5;6;08/08/2015;0.06;1;0;;
306605;Daniel;Manhattan;Chelsea;Entire home/apt;205;9;3;13/05/2018;0.04;2;76;;
795889;Adam;Brooklyn;Park Slope;Entire home/apt;219;5;2;31/08/2014;0.03;1;0;;
22486;Lisel;Brooklyn;Park Slope;Private room;60;1;20;24/08/2018;0.21;6;258;;
789257;Barbara;Manhattan;Upper West Side;Entire home/apt;185;2;129;07/06/2019;1.33;1;14;;
800982;Chris;Manhattan;East Village;Entire home/apt;190;3;147;30/06/2019;1.60;1;27;;
720558;Sara;Brooklyn;South Slope;Entire home/apt;105;28;101;01/07/2019;1.06;1;167;;
803086;Benton;Manhattan;East Harlem;Entire home/apt;250;2;11;02/01/2016;0.12;2;68;;
747698;Linda & Chris;Manhattan;Upper West Side;Entire home/apt;175;65;11;15/10/2013;0.12;1;358;;
805344;Alec;Manhattan;Harlem;Private room;65;2;41;16/06/2019;0.43;2;59;;
806112;Julia;Brooklyn;Bedford-Stuyvesant;Entire home/apt;75;2;87;18/04/2017;1.09;1;0;;
806214;Vanessa;Bronx;University Heights;Private room;37;4;117;21/05/2019;1.21;1;232;;
806774;Ali & SweetPea;Brooklyn;Williamsburg;Entire home/apt;85;2;86;16/05/2019;0.89;2;15;;
807642;Jeffrey;Brooklyn;Gravesend;Entire home/apt;106;7;0;;;2;0;;
812814;Lena;Manhattan;East Harlem;Entire home/apt;79;2;15;15/02/2016;0.16;1;0;;
67778;Doug;Brooklyn;Fort Greene;Private room;85;2;35;02/07/2019;0.55;2;161;;
803086;Benton;Manhattan;Harlem;Private room;170;2;17;01/10/2015;0.18;2;88;;
302772;Cheryl;Manhattan;Lower East Side;Private room;115;3;3;15/02/2016;0.04;2;337;;
781647;Jorin;Manhattan;Harlem;Private room;89;5;43;03/01/2018;0.47;2;247;;
826192;Lewis;Manhattan;Harlem;Shared room;49;3;168;06/07/2019;4.60;1;248;;
826459;Jane;Brooklyn;Greenpoint;Private room;91;3;241;24/06/2019;2.49;1;287;;
829652;Donna;Manhattan;Gramercy;Entire home/apt;400;2;105;23/06/2019;1.13;1;304;;
833926;Kris;Brooklyn;Bushwick;Entire home/apt;150;2;11;28/10/2018;0.46;1;0;;
836168;Henry;Manhattan;Upper West Side;Entire home/apt;2000;30;30;05/05/2018;0.33;11;0;;
842125;Jennifer;Brooklyn;Crown Heights;Entire home/apt;97;3;31;23/10/2018;0.32;1;193;;
844862;Cj;Manhattan;East Village;Private room;100;4;49;07/05/2019;0.51;2;43;;
846309;Dani;Brooklyn;Williamsburg;Entire home/apt;179;4;23;13/04/2019;0.24;1;25;;
848748;Sarah;Brooklyn;Greenpoint;Entire home/apt;500;2;20;24/06/2019;0.21;2;127;;
848960;Amit;Manhattan;Chelsea;Entire home/apt;429;10;18;24/06/2019;0.90;1;0;;
849492;Kathrine;Manhattan;Kips Bay;Entire home/apt;189;6;90;23/06/2019;0.95;1;303;;
21475;Milan;Manhattan;Lower East Side;Private room;120;2;99;27/06/2019;1.04;1;345;;
314941;Tony;Manhattan;Nolita;Entire home/apt;300;1;6;28/06/2019;0.06;3;115;;
864735;Jason;Queens;Astoria;Entire home/apt;107;30;21;01/12/2018;0.22;8;200;;
864735;Jason;Queens;Astoria;Entire home/apt;95;30;24;04/04/2019;0.26;8;271;;
872121;Rosario;Manhattan;Harlem;Entire home/apt;199;2;111;02/06/2019;1.17;1;12;;
39260;Mat;Manhattan;East Harlem;Entire home/apt;120;2;86;20/06/2019;0.91;1;268;;
872805;Mike;Manhattan;West Village;Entire home/apt;199;15;66;29/04/2019;0.69;2;89;;
873273;Christian & Carla;Bronx;Allerton;Entire home/apt;125;2;271;20/06/2019;2.84;2;347;;
876054;Obed;Brooklyn;Williamsburg;Private room;70;2;227;18/06/2019;2.40;1;37;;
889106;Lisa;Brooklyn;Williamsburg;Private room;75;4;80;06/07/2019;1.55;1;0;;
871727;Village;Manhattan;West Village;Private room;100;30;5;03/12/2018;0.07;1;359;;
279078;Andrew & Markus;Brooklyn;Bedford-Stuyvesant;Entire home/apt;99;2;187;10/06/2019;1.97;2;287;;
904833;Daniel;Manhattan;Chelsea;Entire home/apt;250;1;2;28/08/2015;0.02;1;0;;
906200;Mariana;Brooklyn;Williamsburg;Entire home/apt;350;6;1;01/01/2016;0.02;1;233;;
909146;Mj;Brooklyn;Prospect Heights;Entire home/apt;170;3;67;20/10/2018;0.70;1;129;;
909234;Leslie;Manhattan;East Village;Entire home/apt;165;1;63;12/01/2018;0.68;1;0;;
179020;Michael;Manhattan;Hell's Kitchen;Private room;99;1;89;01/07/2019;1.00;1;353;;
912541;David;Manhattan;Chelsea;Private room;255;4;1;20/04/2014;0.02;1;365;;
489400;O'Dell;Brooklyn;East New York;Entire home/apt;169;3;177;29/06/2019;1.86;1;297;;
915640;Sundiata;Brooklyn;Crown Heights;Entire home/apt;99;4;90;30/06/2019;0.94;1;56;;
918866;Marina;Manhattan;Upper East Side;Entire home/apt;169;7;39;07/07/2019;0.41;1;44;;
920542;Farrah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;160;3;42;18/05/2019;0.44;1;355;;
922922;Karen;Brooklyn;Prospect Heights;Entire home/apt;215;3;33;08/05/2019;0.35;1;156;;
874471;Alan;Brooklyn;Park Slope;Entire home/apt;130;3;179;29/05/2019;2.02;1;273;;
923915;Matthew;Manhattan;East Village;Private room;110;3;81;28/03/2019;0.85;2;274;;
936114;Marcela;Manhattan;Hell's Kitchen;Private room;150;28;43;29/06/2019;0.45;2;258;;
302936;Melody;Brooklyn;Williamsburg;Private room;65;30;52;31/10/2018;0.54;1;276;;
938056;Mike;Queens;Sunnyside;Private room;75;2;160;25/06/2019;1.68;1;65;;
48599;Anastasia;Manhattan;Chelsea;Entire home/apt;149;6;23;21/05/2018;0.27;2;0;;
936830;Elina;Manhattan;Upper West Side;Private room;89;6;35;18/06/2017;0.37;1;180;;
940724;Susan;Manhattan;Washington Heights;Private room;50;1;225;12/06/2019;2.35;1;343;;
949221;Dennis;Brooklyn;Prospect-Lefferts Gardens;Private room;43;1;401;04/07/2019;6.62;2;43;;
949221;Dennis;Brooklyn;Prospect-Lefferts Gardens;Private room;42;1;72;17/06/2019;0.84;2;96;;
